"student_id","course","group","family_id","sibling_ids","num_siblings"
1,9,4,1,NA,0
2,3,4,2,NA,0
3,5,1,3,"4",1
4,9,4,3,"3",1
5,8,1,4,"6",1
6,1,1,4,"5",1
7,2,3,5,"8",1
8,9,4,5,"7",1
9,8,3,6,"10,11",2
10,4,1,6,"9,11",2
11,7,3,6,"9,10",2
12,8,2,7,NA,0
13,2,3,8,"14",1
14,2,4,8,"13",1
15,7,1,9,"16,17",2
16,1,3,9,"15,17",2
17,6,1,9,"15,16",2
18,5,1,10,"19,20",2
19,5,1,10,"18,20",2
20,9,3,10,"18,19",2
21,1,2,11,"22",1
22,7,2,11,"21",1
23,4,1,12,"24",1
24,6,2,12,"23",1
25,6,4,13,"26",1
26,8,3,13,"25",1
27,4,1,14,NA,0
28,7,2,15,"29",1
29,9,2,15,"28",1
30,2,4,16,"31,32",2
31,6,1,16,"30,32",2
32,9,1,16,"30,31",2
33,6,2,17,"34,35",2
34,9,3,17,"33,35",2
35,3,3,17,"33,34",2
36,3,1,18,"37,38",2
37,2,2,18,"36,38",2
38,2,3,18,"36,37",2
39,3,1,19,"40,41",2
40,9,2,19,"39,41",2
41,2,2,19,"39,40",2
42,1,4,20,"43",1
43,4,3,20,"42",1
44,6,4,21,"45,46",2
45,3,4,21,"44,46",2
46,1,4,21,"44,45",2
47,7,2,22,NA,0
48,1,4,23,NA,0
49,7,2,24,"50",1
50,6,1,24,"49",1
51,6,1,25,"52,53",2
52,4,4,25,"51,53",2
53,4,1,25,"51,52",2
54,5,1,26,"55,56",2
55,9,1,26,"54,56",2
56,8,4,26,"54,55",2
57,6,1,27,"58,59",2
58,2,4,27,"57,59",2
59,9,2,27,"57,58",2
60,4,1,28,"61,62",2
61,6,3,28,"60,62",2
62,4,3,28,"60,61",2
63,9,1,29,"64",1
64,7,1,29,"63",1
65,9,2,30,"66",1
66,7,1,30,"65",1
67,4,2,31,"68",1
68,4,2,31,"67",1
69,4,2,32,NA,0
70,2,3,33,"71",1
71,7,1,33,"70",1
72,2,1,34,"73",1
73,6,4,34,"72",1
74,7,3,35,"75,76",2
75,3,3,35,"74,76",2
76,3,4,35,"74,75",2
77,2,4,36,"78",1
78,3,2,36,"77",1
79,7,2,37,"80",1
80,9,1,37,"79",1
81,1,1,38,"82",1
82,4,3,38,"81",1
83,2,3,39,"84",1
84,4,1,39,"83",1
85,2,4,40,"86,87",2
86,5,3,40,"85,87",2
87,8,4,40,"85,86",2
88,6,3,41,"89",1
89,1,4,41,"88",1
90,1,1,42,NA,0
91,4,1,43,NA,0
92,5,4,44,NA,0
93,4,4,45,"94",1
94,9,1,45,"93",1
95,2,2,46,"96",1
96,6,1,46,"95",1
97,3,3,47,NA,0
98,8,4,48,"99,100",2
99,1,3,48,"98,100",2
100,9,1,48,"98,99",2
101,3,3,49,"102,103",2
102,4,1,49,"101,103",2
103,6,4,49,"101,102",2
104,9,3,50,NA,0
105,5,2,51,"106,107",2
106,4,2,51,"105,107",2
107,5,4,51,"105,106",2
108,8,4,52,"109",1
109,2,3,52,"108",1
110,6,4,53,"111,112",2
111,3,1,53,"110,112",2
112,8,2,53,"110,111",2
113,4,1,54,NA,0
114,7,4,55,NA,0
115,4,2,56,NA,0
116,9,4,57,NA,0
117,2,2,58,"118",1
118,6,3,58,"117",1
119,2,3,59,"120,121,122",3
120,9,3,59,"119,121,122",3
121,6,3,59,"119,120,122",3
122,7,4,59,"119,120,121",3
123,3,3,60,NA,0
124,1,3,61,NA,0
125,2,2,62,NA,0
126,7,1,63,"127,128",2
127,3,4,63,"126,128",2
128,4,2,63,"126,127",2
129,3,4,64,"130,131",2
130,2,1,64,"129,131",2
131,8,4,64,"129,130",2
132,3,1,65,"133,134",2
133,9,3,65,"132,134",2
134,5,2,65,"132,133",2
135,3,4,66,NA,0
136,1,4,67,NA,0
137,2,3,68,"138",1
138,9,3,68,"137",1
139,7,1,69,"140",1
140,7,3,69,"139",1
141,4,4,70,"142,143",2
142,5,4,70,"141,143",2
143,3,3,70,"141,142",2
144,5,1,71,"145,146",2
145,6,4,71,"144,146",2
146,2,4,71,"144,145",2
147,3,3,72,NA,0
148,1,1,73,"149,150",2
149,7,2,73,"148,150",2
150,5,1,73,"148,149",2
151,7,4,74,"152,153",2
152,5,4,74,"151,153",2
153,4,2,74,"151,152",2
154,8,4,75,"155,156",2
155,7,2,75,"154,156",2
156,9,2,75,"154,155",2
157,4,3,76,NA,0
158,9,4,77,"159",1
159,2,2,77,"158",1
160,6,3,78,"161,162,163,164",4
161,3,4,78,"160,162,163,164",4
162,3,3,78,"160,161,163,164",4
163,5,2,78,"160,161,162,164",4
164,5,1,78,"160,161,162,163",4
165,2,1,79,NA,0
166,7,4,80,NA,0
167,9,2,81,NA,0
168,9,2,82,NA,0
169,6,3,83,"170,171,172",3
170,5,4,83,"169,171,172",3
171,3,4,83,"169,170,172",3
172,8,2,83,"169,170,171",3
173,9,4,84,NA,0
174,1,3,85,NA,0
175,6,4,86,"176,177",2
176,4,4,86,"175,177",2
177,6,1,86,"175,176",2
178,9,4,87,"179",1
179,8,4,87,"178",1
180,9,3,88,"181",1
181,5,4,88,"180",1
182,1,1,89,"183,184",2
183,8,1,89,"182,184",2
184,7,4,89,"182,183",2
185,2,3,90,NA,0
186,2,2,91,"187",1
187,4,2,91,"186",1
188,3,2,92,NA,0
189,7,4,93,"190",1
190,3,2,93,"189",1
191,4,4,94,"192",1
192,4,3,94,"191",1
193,7,1,95,"194",1
194,7,1,95,"193",1
195,4,1,96,"196,197",2
196,3,3,96,"195,197",2
197,1,2,96,"195,196",2
198,6,3,97,NA,0
199,2,4,98,NA,0
200,4,4,99,"201",1
201,7,2,99,"200",1
202,8,4,100,"203,204",2
203,7,2,100,"202,204",2
204,9,2,100,"202,203",2
205,1,1,101,"206",1
206,8,3,101,"205",1
207,8,1,102,"208,209",2
208,1,1,102,"207,209",2
209,6,1,102,"207,208",2
210,6,4,103,"211",1
211,9,3,103,"210",1
212,2,4,104,NA,0
213,1,1,105,"214,215,216,217",4
214,1,3,105,"213,215,216,217",4
215,9,2,105,"213,214,216,217",4
216,9,3,105,"213,214,215,217",4
217,6,2,105,"213,214,215,216",4
218,9,4,106,"219",1
219,5,3,106,"218",1
220,8,1,107,"221",1
221,5,3,107,"220",1
222,3,2,108,"223",1
223,2,3,108,"222",1
224,6,4,109,NA,0
225,7,4,110,"226",1
226,9,2,110,"225",1
227,3,4,111,"228",1
228,1,4,111,"227",1
229,5,3,112,"230,231",2
230,6,2,112,"229,231",2
231,3,1,112,"229,230",2
232,4,1,113,NA,0
233,9,1,114,"234,235",2
234,9,4,114,"233,235",2
235,4,2,114,"233,234",2
236,4,2,115,"237,238",2
237,7,4,115,"236,238",2
238,9,4,115,"236,237",2
239,1,2,116,NA,0
240,9,1,117,"241",1
241,1,2,117,"240",1
242,7,4,118,"243",1
243,3,4,118,"242",1
244,6,3,119,"245",1
245,7,1,119,"244",1
246,4,1,120,"247,248",2
247,1,4,120,"246,248",2
248,9,1,120,"246,247",2
249,4,3,121,"250",1
250,2,2,121,"249",1
251,1,2,122,NA,0
252,3,3,123,"253",1
253,4,3,123,"252",1
254,1,1,124,"255",1
255,8,2,124,"254",1
256,9,2,125,"257",1
257,7,1,125,"256",1
258,5,2,126,"259",1
259,7,1,126,"258",1
260,5,2,127,NA,0
261,6,2,128,NA,0
262,2,2,129,"263,264",2
263,8,1,129,"262,264",2
264,1,2,129,"262,263",2
265,3,4,130,"266,267",2
266,5,2,130,"265,267",2
267,3,1,130,"265,266",2
268,9,4,131,"269,270",2
269,7,2,131,"268,270",2
270,3,1,131,"268,269",2
271,9,1,132,NA,0
272,1,2,133,"273,274",2
273,6,1,133,"272,274",2
274,2,1,133,"272,273",2
275,8,1,134,"276",1
276,2,4,134,"275",1
277,2,2,135,NA,0
278,5,3,136,NA,0
279,9,4,137,"280,281,282",3
280,3,3,137,"279,281,282",3
281,3,4,137,"279,280,282",3
282,4,4,137,"279,280,281",3
283,4,2,138,"284",1
284,8,4,138,"283",1
285,3,4,139,NA,0
286,3,4,140,"287",1
287,9,2,140,"286",1
288,6,1,141,"289,290",2
289,9,3,141,"288,290",2
290,8,3,141,"288,289",2
291,7,4,142,"292",1
292,2,1,142,"291",1
293,8,2,143,"294,295",2
294,3,2,143,"293,295",2
295,5,1,143,"293,294",2
296,5,2,144,"297",1
297,8,3,144,"296",1
298,8,2,145,"299",1
299,5,4,145,"298",1
300,9,3,146,"301",1
301,1,3,146,"300",1
302,4,3,147,NA,0
303,6,1,148,"304,305,306",3
304,5,4,148,"303,305,306",3
305,1,4,148,"303,304,306",3
306,5,4,148,"303,304,305",3
307,5,1,149,"308",1
308,4,4,149,"307",1
309,1,4,150,"310",1
310,3,4,150,"309",1
311,3,4,151,NA,0
312,7,1,152,NA,0
313,5,3,153,"314,315,316",3
314,9,3,153,"313,315,316",3
315,1,3,153,"313,314,316",3
316,7,4,153,"313,314,315",3
317,9,2,154,"318,319",2
318,3,1,154,"317,319",2
319,1,2,154,"317,318",2
320,1,2,155,"321",1
321,8,1,155,"320",1
322,8,1,156,NA,0
323,9,2,157,NA,0
324,7,1,158,"325,326,327",3
325,4,4,158,"324,326,327",3
326,4,2,158,"324,325,327",3
327,7,1,158,"324,325,326",3
328,6,1,159,NA,0
329,4,4,160,"330",1
330,1,3,160,"329",1
331,6,4,161,"332",1
332,6,4,161,"331",1
333,4,2,162,NA,0
334,9,4,163,NA,0
335,8,2,164,"336",1
336,8,4,164,"335",1
337,1,4,165,"338,339",2
338,2,3,165,"337,339",2
339,5,4,165,"337,338",2
340,7,3,166,"341",1
341,8,1,166,"340",1
342,4,2,167,NA,0
343,9,3,168,"344",1
344,3,1,168,"343",1
345,5,2,169,"346",1
346,1,1,169,"345",1
347,9,2,170,"348",1
348,1,1,170,"347",1
349,1,1,171,NA,0
350,6,4,172,"351",1
351,6,4,172,"350",1
352,9,1,173,NA,0
353,6,3,174,"354,355",2
354,9,3,174,"353,355",2
355,9,3,174,"353,354",2
356,5,2,175,NA,0
357,2,1,176,"358,359",2
358,5,4,176,"357,359",2
359,3,1,176,"357,358",2
360,3,1,177,"361",1
361,3,3,177,"360",1
362,5,1,178,NA,0
363,5,3,179,"364",1
364,4,2,179,"363",1
365,8,4,180,"366",1
366,1,3,180,"365",1
367,6,3,181,NA,0
368,8,3,182,NA,0
369,3,1,183,"370",1
370,9,4,183,"369",1
371,2,1,184,"372,373",2
372,3,1,184,"371,373",2
373,4,1,184,"371,372",2
374,6,4,185,NA,0
375,2,1,186,NA,0
376,1,4,187,"377",1
377,8,3,187,"376",1
378,5,4,188,"379",1
379,2,3,188,"378",1
380,8,3,189,"381",1
381,4,2,189,"380",1
382,4,1,190,NA,0
383,3,2,191,NA,0
384,2,3,192,NA,0
385,8,1,193,"386",1
386,4,1,193,"385",1
387,9,3,194,"388",1
388,5,1,194,"387",1
389,9,4,195,"390",1
390,9,1,195,"389",1
391,1,3,196,"392,393,394,395",4
392,2,4,196,"391,393,394,395",4
393,7,2,196,"391,392,394,395",4
394,3,2,196,"391,392,393,395",4
395,4,3,196,"391,392,393,394",4
396,5,1,197,NA,0
397,5,4,198,NA,0
398,3,2,199,"399",1
399,7,3,199,"398",1
400,1,4,200,"401",1
401,2,1,200,"400",1
402,2,1,201,NA,0
403,7,3,202,"404",1
404,1,1,202,"403",1
405,1,3,203,"406,407",2
406,6,3,203,"405,407",2
407,8,1,203,"405,406",2
408,9,1,204,NA,0
409,1,3,205,NA,0
410,2,1,206,"411",1
411,4,2,206,"410",1
412,3,1,207,NA,0
413,8,4,208,"414",1
414,9,1,208,"413",1
415,8,1,209,"416,417,418",3
416,2,1,209,"415,417,418",3
417,4,3,209,"415,416,418",3
418,5,2,209,"415,416,417",3
419,5,2,210,"420",1
420,7,3,210,"419",1
421,7,3,211,"422,423,424",3
422,6,2,211,"421,423,424",3
423,6,2,211,"421,422,424",3
424,1,3,211,"421,422,423",3
425,6,4,212,NA,0
426,2,2,213,NA,0
427,9,2,214,NA,0
428,5,3,215,"429",1
429,9,1,215,"428",1
430,3,3,216,"431",1
431,7,3,216,"430",1
432,2,4,217,"433,434",2
433,8,2,217,"432,434",2
434,5,3,217,"432,433",2
435,7,1,218,"436,437",2
436,4,2,218,"435,437",2
437,1,1,218,"435,436",2
438,1,4,219,NA,0
439,6,4,220,"440,441",2
440,8,3,220,"439,441",2
441,4,3,220,"439,440",2
442,6,3,221,"443",1
443,3,3,221,"442",1
444,2,4,222,"445,446",2
445,7,4,222,"444,446",2
446,1,2,222,"444,445",2
447,2,4,223,"448",1
448,5,3,223,"447",1
449,3,2,224,NA,0
450,2,4,225,NA,0
451,6,1,226,"452",1
452,5,4,226,"451",1
453,3,3,227,"454,455,456,457,458",5
454,5,2,227,"453,455,456,457,458",5
455,9,3,227,"453,454,456,457,458",5
456,1,1,227,"453,454,455,457,458",5
457,8,2,227,"453,454,455,456,458",5
458,7,1,227,"453,454,455,456,457",5
459,6,3,228,"460,461",2
460,2,2,228,"459,461",2
461,4,1,228,"459,460",2
462,1,4,229,"463",1
463,2,1,229,"462",1
464,4,4,230,"465",1
465,3,3,230,"464",1
466,6,3,231,"467",1
467,9,1,231,"466",1
468,5,1,232,"469,470",2
469,3,4,232,"468,470",2
470,7,3,232,"468,469",2
471,1,1,233,NA,0
472,3,2,234,"473",1
473,8,2,234,"472",1
474,9,1,235,"475",1
475,4,1,235,"474",1
476,8,4,236,"477",1
477,4,2,236,"476",1
478,2,1,237,NA,0
479,3,1,238,"480",1
480,6,2,238,"479",1
481,3,4,239,NA,0
482,5,1,240,NA,0
483,2,4,241,NA,0
484,6,3,242,NA,0
485,7,4,243,"486",1
486,2,2,243,"485",1
487,4,4,244,NA,0
488,6,1,245,NA,0
489,8,1,246,"490",1
490,6,3,246,"489",1
491,6,2,247,"492,493",2
492,3,4,247,"491,493",2
493,2,3,247,"491,492",2
494,7,3,248,NA,0
495,6,2,249,"496",1
496,5,3,249,"495",1
497,1,3,250,"498,499",2
498,7,2,250,"497,499",2
499,8,3,250,"497,498",2
500,8,4,251,"501,502",2
501,2,1,251,"500,502",2
502,4,4,251,"500,501",2
503,9,4,252,"504",1
504,3,2,252,"503",1
505,6,2,253,"506",1
506,1,4,253,"505",1
507,8,1,254,"508,509",2
508,6,2,254,"507,509",2
509,1,3,254,"507,508",2
510,8,3,255,NA,0
511,8,2,256,"512",1
512,3,2,256,"511",1
513,7,1,257,NA,0
514,5,3,258,NA,0
515,8,3,259,"516,517",2
516,8,2,259,"515,517",2
517,5,4,259,"515,516",2
518,8,1,260,"519",1
519,9,4,260,"518",1
520,5,2,261,"521,522,523",3
521,9,4,261,"520,522,523",3
522,1,2,261,"520,521,523",3
523,8,2,261,"520,521,522",3
524,5,2,262,"525",1
525,5,1,262,"524",1
526,6,4,263,NA,0
527,9,4,264,"528",1
528,7,3,264,"527",1
529,5,1,265,"530",1
530,6,2,265,"529",1
531,8,1,266,NA,0
532,5,3,267,"533",1
533,8,3,267,"532",1
534,8,3,268,"535,536",2
535,3,2,268,"534,536",2
536,1,3,268,"534,535",2
537,3,3,269,NA,0
538,1,4,270,"539",1
539,9,1,270,"538",1
540,8,4,271,"541",1
541,2,1,271,"540",1
542,2,4,272,"543",1
543,7,2,272,"542",1
544,7,3,273,"545",1
545,2,1,273,"544",1
546,1,2,274,"547",1
547,8,3,274,"546",1
548,2,3,275,"549",1
549,5,3,275,"548",1
550,4,3,276,"551",1
551,4,4,276,"550",1
552,5,2,277,NA,0
553,8,3,278,NA,0
554,1,2,279,"555,556",2
555,2,3,279,"554,556",2
556,6,4,279,"554,555",2
557,8,1,280,NA,0
558,6,2,281,NA,0
559,6,2,282,"560,561",2
560,7,1,282,"559,561",2
561,5,2,282,"559,560",2
562,8,1,283,"563",1
563,5,3,283,"562",1
564,1,3,284,NA,0
565,6,1,285,"566",1
566,3,3,285,"565",1
567,5,3,286,"568",1
568,4,4,286,"567",1
569,1,2,287,"570",1
570,2,2,287,"569",1
571,3,2,288,"572",1
572,6,1,288,"571",1
573,3,1,289,NA,0
574,4,4,290,NA,0
575,6,2,291,NA,0
576,5,3,292,"577,578",2
577,1,3,292,"576,578",2
578,1,1,292,"576,577",2
579,4,4,293,"580",1
580,9,2,293,"579",1
581,6,2,294,"582,583",2
582,7,3,294,"581,583",2
583,6,1,294,"581,582",2
584,7,3,295,"585,586",2
585,1,2,295,"584,586",2
586,8,2,295,"584,585",2
587,5,2,296,"588,589",2
588,9,3,296,"587,589",2
589,8,2,296,"587,588",2
590,2,3,297,"591,592",2
591,8,4,297,"590,592",2
592,3,2,297,"590,591",2
593,1,4,298,NA,0
594,3,1,299,NA,0
595,5,1,300,"596,597",2
596,6,2,300,"595,597",2
597,3,2,300,"595,596",2
598,3,1,301,"599",1
599,2,1,301,"598",1
600,4,3,302,"601,602,603",3
601,5,4,302,"600,602,603",3
602,5,1,302,"600,601,603",3
603,9,1,302,"600,601,602",3
604,3,1,303,"605",1
605,2,4,303,"604",1
606,5,1,304,NA,0
607,4,2,305,NA,0
608,8,2,306,"609",1
609,2,3,306,"608",1
610,5,3,307,"611",1
611,8,2,307,"610",1
612,2,3,308,"613",1
613,7,2,308,"612",1
614,7,4,309,"615",1
615,6,1,309,"614",1
616,4,3,310,"617",1
617,4,3,310,"616",1
618,9,1,311,"619,620",2
619,4,4,311,"618,620",2
620,5,3,311,"618,619",2
621,1,1,312,NA,0
622,1,4,313,NA,0
623,7,2,314,NA,0
624,7,1,315,"625",1
625,9,2,315,"624",1
626,7,3,316,"627",1
627,5,2,316,"626",1
628,7,2,317,"629,630,631",3
629,3,2,317,"628,630,631",3
630,1,2,317,"628,629,631",3
631,7,2,317,"628,629,630",3
632,1,2,318,NA,0
633,7,4,319,"634",1
634,8,1,319,"633",1
635,7,4,320,"636,637,638",3
636,7,2,320,"635,637,638",3
637,5,2,320,"635,636,638",3
638,1,4,320,"635,636,637",3
639,8,4,321,"640,641,642",3
640,1,2,321,"639,641,642",3
641,2,2,321,"639,640,642",3
642,7,2,321,"639,640,641",3
643,7,2,322,NA,0
644,3,3,323,"645",1
645,2,2,323,"644",1
646,6,2,324,NA,0
647,4,4,325,"648",1
648,5,1,325,"647",1
649,6,4,326,"650",1
650,8,3,326,"649",1
651,7,3,327,NA,0
652,9,3,328,NA,0
653,4,1,329,"654,655",2
654,9,4,329,"653,655",2
655,7,4,329,"653,654",2
656,8,3,330,"657",1
657,6,3,330,"656",1
658,4,3,331,"659",1
659,2,4,331,"658",1
660,9,3,332,NA,0
661,1,1,333,"662",1
662,8,2,333,"661",1
663,7,1,334,NA,0
664,7,3,335,"665",1
665,2,2,335,"664",1
666,1,1,336,NA,0
667,1,3,337,"668",1
668,5,2,337,"667",1
669,8,3,338,"670",1
670,2,2,338,"669",1
671,4,4,339,"672,673",2
672,3,2,339,"671,673",2
673,4,3,339,"671,672",2
674,2,4,340,"675",1
675,6,3,340,"674",1
676,4,1,341,NA,0
677,7,4,342,NA,0
678,5,3,343,"679",1
679,8,2,343,"678",1
680,3,2,344,"681,682,683,684",4
681,9,2,344,"680,682,683,684",4
682,8,3,344,"680,681,683,684",4
683,6,4,344,"680,681,682,684",4
684,4,3,344,"680,681,682,683",4
685,2,1,345,"686",1
686,8,4,345,"685",1
687,6,3,346,"688",1
688,1,3,346,"687",1
689,3,1,347,"690",1
690,2,1,347,"689",1
691,8,4,348,NA,0
692,4,1,349,"693",1
693,6,1,349,"692",1
694,1,2,350,"695,696",2
695,7,4,350,"694,696",2
696,9,2,350,"694,695",2
697,3,2,351,"698,699,700",3
698,5,4,351,"697,699,700",3
699,3,4,351,"697,698,700",3
700,8,1,351,"697,698,699",3
701,5,4,352,NA,0
702,5,4,353,NA,0
703,2,4,354,"704,705,706",3
704,1,2,354,"703,705,706",3
705,8,4,354,"703,704,706",3
706,7,4,354,"703,704,705",3
707,2,2,355,"708,709",2
708,2,3,355,"707,709",2
709,6,1,355,"707,708",2
710,7,3,356,"711,712",2
711,8,2,356,"710,712",2
712,3,3,356,"710,711",2
713,2,2,357,"714,715",2
714,6,3,357,"713,715",2
715,5,4,357,"713,714",2
716,4,3,358,NA,0
717,4,3,359,"718",1
718,1,4,359,"717",1
719,7,3,360,NA,0
720,6,2,361,NA,0
