"student_id","course","group","family_id","sibling_ids","num_siblings"
1,3,1,1,NA,0
2,7,2,2,NA,0
3,3,2,3,"4",1
4,3,2,3,"3",1
5,4,2,4,"6",1
6,1,1,4,"5",1
7,3,1,5,"8",1
8,9,2,5,"7",1
9,3,2,6,"10,11",2
10,2,2,6,"9,11",2
11,1,2,6,"9,10",2
12,9,2,7,NA,0
13,2,1,8,"14",1
14,2,1,8,"13",1
15,7,2,9,"16,17",2
16,8,2,9,"15,17",2
17,3,2,9,"15,16",2
18,9,1,10,"19,20",2
19,1,2,10,"18,20",2
20,5,1,10,"18,19",2
21,7,2,11,"22",1
22,3,2,11,"21",1
23,1,1,12,"24",1
24,6,2,12,"23",1
25,2,2,13,"26",1
26,7,2,13,"25",1
27,7,1,14,NA,0
28,4,1,15,"29",1
29,3,1,15,"28",1
30,4,2,16,"31,32",2
31,4,2,16,"30,32",2
32,5,2,16,"30,31",2
33,8,1,17,"34,35",2
34,9,1,17,"33,35",2
35,9,2,17,"33,34",2
36,8,1,18,"37,38",2
37,9,2,18,"36,38",2
38,9,2,18,"36,37",2
39,3,1,19,"40,41",2
40,4,2,19,"39,41",2
41,4,1,19,"39,40",2
42,3,2,20,"43",1
43,4,2,20,"42",1
44,3,1,21,"45,46",2
45,4,2,21,"44,46",2
46,8,2,21,"44,45",2
47,6,1,22,NA,0
48,3,1,23,NA,0
49,3,2,24,NA,0
50,5,1,25,"51,52",2
51,3,2,25,"50,52",2
52,1,2,25,"50,51",2
53,2,1,26,"54,55",2
54,4,2,26,"53,55",2
55,4,2,26,"53,54",2
56,4,1,27,"57,58",2
57,1,1,27,"56,58",2
58,1,2,27,"56,57",2
59,6,1,28,"60,61",2
60,1,2,28,"59,61",2
61,1,2,28,"59,60",2
62,1,1,29,"63",1
63,7,2,29,"62",1
64,4,1,30,"65",1
65,8,2,30,"64",1
66,2,1,31,"67",1
67,3,1,31,"66",1
68,5,2,32,NA,0
69,2,1,33,"70",1
70,6,1,33,"69",1
71,5,1,34,"72",1
72,2,1,34,"71",1
73,8,2,35,"74,75",2
74,6,2,35,"73,75",2
75,6,2,35,"73,74",2
76,4,2,36,NA,0
77,4,1,37,"78",1
78,8,2,37,"77",1
79,5,1,38,"80",1
80,6,1,38,"79",1
81,6,1,39,NA,0
82,1,1,40,"83",1
83,3,2,40,"82",1
84,5,1,41,"85",1
85,8,2,41,"84",1
86,1,2,42,NA,0
87,9,1,43,NA,0
88,8,1,44,NA,0
89,1,2,45,"90",1
90,7,1,45,"89",1
91,5,1,46,"92",1
92,7,1,46,"91",1
93,7,1,47,NA,0
94,9,1,48,"95,96",2
95,8,2,48,"94,96",2
96,5,2,48,"94,95",2
97,5,2,49,"98,99",2
98,3,2,49,"97,99",2
99,3,1,49,"97,98",2
100,2,1,50,NA,0
101,9,1,51,"102",1
102,5,1,51,"101",1
103,3,1,52,NA,0
104,1,2,53,"105,106",2
105,7,2,53,"104,106",2
106,3,2,53,"104,105",2
107,8,2,54,NA,0
108,8,2,55,NA,0
109,7,1,56,NA,0
110,7,1,57,NA,0
111,9,1,58,"112",1
112,6,2,58,"111",1
113,2,1,59,"114,115,116",3
114,6,1,59,"113,115,116",3
115,8,1,59,"113,114,116",3
116,9,1,59,"113,114,115",3
117,4,1,60,NA,0
118,6,2,61,NA,0
119,1,1,62,NA,0
120,6,2,63,"121,122",2
121,9,1,63,"120,122",2
122,8,1,63,"120,121",2
123,7,2,64,"124,125",2
124,6,2,64,"123,125",2
125,1,1,64,"123,124",2
126,2,2,65,"127,128",2
127,7,2,65,"126,128",2
128,9,2,65,"126,127",2
129,5,2,66,NA,0
130,3,1,67,NA,0
131,2,1,68,"132",1
132,4,1,68,"131",1
133,4,2,69,"134",1
134,9,2,69,"133",1
135,7,2,70,"136,137",2
136,3,1,70,"135,137",2
137,4,2,70,"135,136",2
138,1,1,71,"139",1
139,6,1,71,"138",1
140,6,1,72,NA,0
141,5,1,73,"142,143",2
142,2,1,73,"141,143",2
143,6,1,73,"141,142",2
144,8,2,74,"145,146",2
145,9,1,74,"144,146",2
146,7,1,74,"144,145",2
147,1,1,75,"148,149",2
148,7,1,75,"147,149",2
149,8,1,75,"147,148",2
150,2,2,76,NA,0
151,1,1,77,"152",1
152,1,1,77,"151",1
153,9,2,78,"154,155,156",3
154,7,1,78,"153,155,156",3
155,5,2,78,"153,154,156",3
156,1,2,78,"153,154,155",3
157,6,1,79,NA,0
158,9,2,80,NA,0
159,5,1,81,NA,0
160,8,1,82,NA,0
161,5,2,83,"162,163",2
162,7,2,83,"161,163",2
163,4,2,83,"161,162",2
164,8,2,84,NA,0
165,8,1,85,NA,0
166,2,2,86,"167,168",2
167,4,1,86,"166,168",2
168,7,2,86,"166,167",2
169,1,1,87,"170",1
170,8,1,87,"169",1
171,6,2,88,"172",1
172,5,1,88,"171",1
173,9,1,89,"174,175",2
174,7,2,89,"173,175",2
175,3,2,89,"173,174",2
176,8,2,90,NA,0
177,6,1,91,"178",1
178,8,1,91,"177",1
179,7,2,92,NA,0
180,6,2,93,"181",1
181,5,1,93,"180",1
182,4,1,94,"183",1
183,6,1,94,"182",1
184,3,2,95,"185",1
185,2,1,95,"184",1
186,7,1,96,"187,188",2
187,9,2,96,"186,188",2
188,5,2,96,"186,187",2
189,5,2,97,NA,0
190,8,2,98,NA,0
191,5,2,99,"192",1
192,3,1,99,"191",1
193,2,1,100,"194,195",2
194,4,2,100,"193,195",2
195,1,2,100,"193,194",2
196,8,2,101,"197",1
197,5,2,101,"196",1
198,3,2,102,"199,200",2
199,1,1,102,"198,200",2
200,6,1,102,"198,199",2
201,7,2,103,"202",1
202,2,2,103,"201",1
203,8,1,104,NA,0
204,6,2,105,"205,206,207",3
205,7,1,105,"204,206,207",3
206,5,2,105,"204,205,207",3
207,9,1,105,"204,205,206",3
208,7,1,106,NA,0
209,2,1,107,"210",1
210,7,1,107,"209",1
211,2,2,108,"212",1
212,9,1,108,"211",1
213,5,1,109,NA,0
214,4,1,110,"215",1
215,7,1,110,"214",1
216,4,1,111,"217",1
217,2,2,111,"216",1
218,3,1,112,"219,220",2
219,8,1,112,"218,220",2
220,5,2,112,"218,219",2
221,6,2,113,NA,0
222,7,1,114,"223,224",2
223,1,1,114,"222,224",2
224,7,1,114,"222,223",2
225,2,2,115,"226,227",2
226,9,2,115,"225,227",2
227,3,2,115,"225,226",2
228,6,2,116,NA,0
229,4,2,117,"230",1
230,9,1,117,"229",1
231,6,2,118,NA,0
232,2,1,119,"233",1
233,5,2,119,"232",1
234,8,1,120,"235,236",2
235,8,2,120,"234,236",2
236,4,1,120,"234,235",2
237,7,1,121,"238",1
238,1,2,121,"237",1
239,8,1,122,NA,0
240,4,1,123,"241",1
241,6,2,123,"240",1
242,4,1,124,"243",1
243,1,1,124,"242",1
244,6,2,125,"245",1
245,1,1,125,"244",1
246,8,2,126,"247",1
247,5,2,126,"246",1
248,8,1,127,NA,0
249,8,2,128,NA,0
250,5,1,129,"251,252",2
251,9,2,129,"250,252",2
252,7,2,129,"250,251",2
253,1,1,130,"254,255",2
254,4,2,130,"253,255",2
255,5,2,130,"253,254",2
256,3,2,131,"257,258",2
257,7,2,131,"256,258",2
258,6,2,131,"256,257",2
259,5,1,132,NA,0
260,2,2,133,"261",1
261,9,2,133,"260",1
262,1,2,134,"263",1
263,4,1,134,"262",1
264,4,2,135,NA,0
265,1,2,136,NA,0
266,8,1,137,"267,268,269",3
267,2,2,137,"266,268,269",3
268,2,2,137,"266,267,269",3
269,7,1,137,"266,267,268",3
270,8,1,138,"271",1
271,2,2,138,"270",1
272,6,2,139,NA,0
273,2,2,140,"274",1
274,1,2,140,"273",1
275,5,2,141,"276,277",2
276,7,1,141,"275,277",2
277,2,1,141,"275,276",2
278,6,1,142,"279",1
279,9,2,142,"278",1
280,4,1,143,"281",1
281,2,1,143,"280",1
282,8,1,144,"283",1
283,8,1,144,"282",1
284,3,2,145,"285",1
285,4,2,145,"284",1
286,7,2,146,"287",1
287,5,1,146,"286",1
288,3,1,147,NA,0
289,9,2,148,"290,291,292",3
290,4,1,148,"289,291,292",3
291,2,2,148,"289,290,292",3
292,3,1,148,"289,290,291",3
293,4,2,149,"294",1
294,6,2,149,"293",1
295,5,2,150,"296",1
296,4,2,150,"295",1
297,2,2,151,NA,0
298,3,1,152,NA,0
299,1,1,153,"300,301,302",3
300,3,1,153,"299,301,302",3
301,1,2,153,"299,300,302",3
302,6,2,153,"299,300,301",3
303,4,2,154,"304",1
304,9,1,154,"303",1
305,2,2,155,"306",1
306,2,1,155,"305",1
307,9,1,156,NA,0
308,9,2,157,NA,0
309,7,2,158,"310,311",2
310,9,1,158,"309,311",2
311,8,2,158,"309,310",2
312,8,1,159,NA,0
