"student_id","course","group","family_id","sibling_ids","num_siblings"
1,4,1,1,"2",1
2,4,2,1,"1",1
3,9,2,2,NA,0
4,2,1,3,"5",1
5,5,1,3,"4",1
6,7,1,4,"7,8,9",3
7,8,1,4,"6,8,9",3
8,3,2,4,"6,7,9",3
9,6,2,4,"6,7,8",3
10,7,2,5,"11",1
11,9,1,5,"10",1
12,9,2,6,"13,14,15,16,17",5
13,3,1,6,"12,14,15,16,17",5
14,2,1,6,"12,13,15,16,17",5
15,5,1,6,"12,13,14,16,17",5
16,9,1,6,"12,13,14,15,17",5
17,1,1,6,"12,13,14,15,16",5
18,9,2,7,"19,20",2
19,8,1,7,"18,20",2
20,7,1,7,"18,19",2
21,8,1,8,"22,23,24",3
22,2,1,8,"21,23,24",3
23,1,1,8,"21,22,24",3
24,3,1,8,"21,22,23",3
25,2,1,9,"26,27,28",3
26,6,1,9,"25,27,28",3
27,6,1,9,"25,26,28",3
28,2,2,9,"25,26,27",3
29,9,1,10,NA,0
30,8,1,11,"31",1
31,2,2,11,"30",1
32,1,1,12,"33,34",2
33,7,1,12,"32,34",2
34,7,2,12,"32,33",2
35,8,2,13,"36,37",2
36,3,2,13,"35,37",2
37,4,1,13,"35,36",2
38,6,1,14,"39,40,41",3
39,8,2,14,"38,40,41",3
40,4,2,14,"38,39,41",3
41,3,1,14,"38,39,40",3
42,1,2,15,"43,44",2
43,9,2,15,"42,44",2
44,3,1,15,"42,43",2
45,4,1,16,"46",1
46,6,1,16,"45",1
47,2,2,17,"48",1
48,7,2,17,"47",1
49,1,1,18,"50,51",2
50,5,1,18,"49,51",2
51,6,1,18,"49,50",2
52,8,1,19,NA,0
53,4,1,20,"54,55",2
54,3,1,20,"53,55",2
55,3,1,20,"53,54",2
56,5,2,21,"57,58",2
57,8,1,21,"56,58",2
58,2,2,21,"56,57",2
59,7,1,22,"60",1
60,3,2,22,"59",1
61,7,2,23,"62",1
62,7,2,23,"61",1
63,7,1,24,"64",1
64,5,2,24,"63",1
