"student_id","course","group","family_id","sibling_ids","num_siblings"
1,1,3,1,"2,3,4,5",4
2,1,4,1,"1,3,4,5",4
3,5,3,1,"1,2,4,5",4
4,9,2,1,"1,2,3,5",4
5,7,3,1,"1,2,3,4",4
6,7,2,2,NA,0
7,4,2,3,"8,9,10",3
8,8,3,3,"7,9,10",3
9,3,1,3,"7,8,10",3
10,3,1,3,"7,8,9",3
11,3,2,4,"12",1
12,1,2,4,"11",1
13,6,2,5,"14,15,16,17",4
14,5,3,5,"13,15,16,17",4
15,9,3,5,"13,14,16,17",4
16,9,1,5,"13,14,15,17",4
17,3,1,5,"13,14,15,16",4
18,5,4,6,"19,20,21,22",4
19,3,4,6,"18,20,21,22",4
20,4,3,6,"18,19,21,22",4
21,3,3,6,"18,19,20,22",4
22,8,1,6,"18,19,20,21",4
23,2,4,7,"24",1
24,1,4,7,"23",1
25,4,4,8,"26",1
26,2,1,8,"25",1
27,9,2,9,NA,0
28,6,1,10,NA,0
29,7,1,11,"30,31,32",3
30,1,3,11,"29,31,32",3
31,1,1,11,"29,30,32",3
32,2,3,11,"29,30,31",3
33,5,1,12,"34,35,36,37,38",5
34,6,4,12,"33,35,36,37,38",5
35,8,4,12,"33,34,36,37,38",5
36,6,1,12,"33,34,35,37,38",5
37,7,1,12,"33,34,35,36,38",5
38,9,2,12,"33,34,35,36,37",5
39,7,3,13,"40,41,42",3
40,4,1,13,"39,41,42",3
41,3,2,13,"39,40,42",3
42,6,1,13,"39,40,41",3
43,3,2,14,"44",1
44,5,2,14,"43",1
45,7,3,15,"46,47",2
46,2,3,15,"45,47",2
47,9,3,15,"45,46",2
48,1,1,16,"49",1
49,2,1,16,"48",1
50,8,2,17,"51,52",2
51,4,4,17,"50,52",2
52,7,4,17,"50,51",2
53,9,1,18,"54",1
54,9,2,18,"53",1
55,2,1,19,"56,57",2
56,8,2,19,"55,57",2
57,9,2,19,"55,56",2
58,5,1,20,"59",1
59,6,3,20,"58",1
60,7,2,21,"61,62,63",3
61,2,2,21,"60,62,63",3
62,1,1,21,"60,61,63",3
63,9,3,21,"60,61,62",3
64,4,2,22,NA,0
65,9,4,23,NA,0
66,4,2,24,NA,0
67,9,3,25,"68",1
68,7,3,25,"67",1
69,4,1,26,"70,71,72",3
70,2,1,26,"69,71,72",3
71,2,3,26,"69,70,72",3
72,3,2,26,"69,70,71",3
73,8,4,27,NA,0
74,5,3,28,"75,76",2
75,8,3,28,"74,76",2
76,1,3,28,"74,75",2
77,6,2,29,NA,0
78,6,1,30,"79,80",2
79,6,3,30,"78,80",2
80,4,3,30,"78,79",2
81,2,4,31,"82,83",2
82,2,4,31,"81,83",2
83,4,4,31,"81,82",2
84,2,3,32,"85,86",2
85,9,3,32,"84,86",2
86,6,2,32,"84,85",2
87,9,2,33,"88,89,90",3
88,8,3,33,"87,89,90",3
89,3,1,33,"87,88,90",3
90,1,2,33,"87,88,89",3
91,6,1,34,NA,0
92,3,2,35,NA,0
93,7,4,36,"94,95,96",3
94,9,4,36,"93,95,96",3
95,7,2,36,"93,94,96",3
96,1,1,36,"93,94,95",3
97,9,2,37,NA,0
98,7,3,38,"99,100,101,102",4
99,1,1,38,"98,100,101,102",4
100,1,2,38,"98,99,101,102",4
101,8,4,38,"98,99,100,102",4
102,8,1,38,"98,99,100,101",4
103,4,3,39,"104,105",2
104,5,4,39,"103,105",2
105,4,3,39,"103,104",2
106,4,1,40,"107",1
107,4,2,40,"106",1
108,8,2,41,"109,110,111",3
109,2,1,41,"108,110,111",3
110,8,2,41,"108,109,111",3
111,6,1,41,"108,109,110",3
112,7,2,42,"113",1
113,5,1,42,"112",1
114,7,4,43,"115",1
115,5,2,43,"114",1
116,6,4,44,NA,0
117,3,3,45,"118",1
118,8,2,45,"117",1
119,5,4,46,"120,121,122,123,124",5
120,6,4,46,"119,121,122,123,124",5
121,1,4,46,"119,120,122,123,124",5
122,1,3,46,"119,120,121,123,124",5
123,4,4,46,"119,120,121,122,124",5
124,3,1,46,"119,120,121,122,123",5
125,2,1,47,NA,0
126,8,4,48,"127",1
127,7,4,48,"126",1
128,6,1,49,"129,130",2
129,3,1,49,"128,130",2
130,6,3,49,"128,129",2
131,2,4,50,"132,133,134,135,136,137,138",7
132,2,4,50,"131,133,134,135,136,137,138",7
133,7,2,50,"131,132,134,135,136,137,138",7
134,2,3,50,"131,132,133,135,136,137,138",7
135,8,4,50,"131,132,133,134,136,137,138",7
136,9,1,50,"131,132,133,134,135,137,138",7
137,5,4,50,"131,132,133,134,135,136,138",7
