"student_id","course","group","family_id","sibling_ids","num_siblings"
1,6,3,1,"2",1
2,4,3,1,"1",1
3,5,2,2,"4",1
4,5,1,2,"3",1
5,5,3,3,"6",1
6,1,3,3,"5",1
7,8,3,4,NA,0
8,3,2,5,"9",1
9,9,2,5,"8",1
10,6,3,6,"11",1
11,5,3,6,"10",1
12,4,2,7,"13,14",2
13,2,3,7,"12,14",2
14,2,2,7,"12,13",2
15,7,1,8,NA,0
16,7,2,9,"17",1
17,1,1,9,"16",1
18,8,2,10,NA,0
19,1,3,11,"20",1
20,8,3,11,"19",1
21,7,1,12,"22",1
22,1,3,12,"21",1
23,8,3,13,NA,0
24,5,3,14,"25,26",2
25,7,2,14,"24,26",2
26,2,3,14,"24,25",2
27,9,1,15,NA,0
28,8,2,16,"29,30",2
29,6,3,16,"28,30",2
30,6,2,16,"28,29",2
31,2,1,17,"32",1
32,5,3,17,"31",1
33,2,2,18,"34,35",2
34,6,3,18,"33,35",2
35,3,2,18,"33,34",2
36,8,1,19,NA,0
37,5,3,20,"38",1
38,1,2,20,"37",1
39,7,2,21,"40",1
40,3,3,21,"39",1
41,8,1,22,"42",1
42,5,1,22,"41",1
43,6,1,23,NA,0
44,6,2,24,"45,46",2
45,3,3,24,"44,46",2
46,7,3,24,"44,45",2
47,5,3,25,NA,0
48,8,3,26,NA,0
49,4,1,27,"50",1
50,7,1,27,"49",1
51,8,3,28,"52",1
52,8,3,28,"51",1
53,2,3,29,NA,0
54,4,1,30,"55",1
55,2,3,30,"54",1
56,7,2,31,"57",1
57,6,3,31,"56",1
58,8,1,32,NA,0
59,4,3,33,"60",1
60,4,3,33,"59",1
61,6,3,34,"62",1
62,6,2,34,"61",1
63,2,3,35,NA,0
64,8,3,36,"65,66,67",3
65,1,3,36,"64,66,67",3
66,7,1,36,"64,65,67",3
67,5,3,36,"64,65,66",3
68,2,3,37,NA,0
69,4,1,38,"70",1
70,6,1,38,"69",1
71,5,3,39,NA,0
72,9,2,40,NA,0
73,8,2,41,NA,0
74,4,2,42,"75,76",2
75,3,1,42,"74,76",2
76,6,2,42,"74,75",2
77,7,1,43,"78,79",2
78,4,1,43,"77,79",2
79,7,2,43,"77,78",2
80,7,3,44,NA,0
81,8,1,45,NA,0
82,4,1,46,NA,0
83,1,2,47,NA,0
84,8,2,48,NA,0
85,8,1,49,"86",1
86,7,3,49,"85",1
87,3,1,50,"88",1
88,2,1,50,"87",1
89,3,3,51,"90",1
90,7,3,51,"89",1
91,5,1,52,"92",1
92,6,2,52,"91",1
93,7,2,53,"94",1
94,3,3,53,"93",1
95,1,3,54,"96",1
96,9,1,54,"95",1
97,6,3,55,"98",1
98,9,1,55,"97",1
99,8,2,56,NA,0
100,5,2,57,NA,0
101,9,3,58,"102",1
102,9,1,58,"101",1
103,8,2,59,"104",1
104,9,3,59,"103",1
105,6,3,60,NA,0
106,1,3,61,NA,0
107,8,2,62,NA,0
108,1,2,63,"109",1
109,7,1,63,"108",1
110,9,1,64,"111",1
111,1,3,64,"110",1
112,7,2,65,NA,0
113,9,2,66,"114",1
114,1,3,66,"113",1
115,4,2,67,"116",1
116,8,1,67,"115",1
117,9,2,68,NA,0
118,8,2,69,"119",1
119,2,1,69,"118",1
120,1,1,70,"121,122,123",3
121,2,2,70,"120,122,123",3
122,8,3,70,"120,121,123",3
123,8,1,70,"120,121,122",3
124,8,2,71,"125",1
125,5,3,71,"124",1
126,4,3,72,"127",1
127,6,2,72,"126",1
128,6,3,73,"129",1
129,8,3,73,"128",1
130,7,3,74,NA,0
131,8,2,75,"132",1
132,9,2,75,"131",1
133,2,2,76,"134",1
134,2,3,76,"133",1
135,2,1,77,NA,0
136,7,3,78,NA,0
137,2,1,79,NA,0
138,3,1,80,NA,0
139,1,2,81,"140",1
140,2,3,81,"139",1
141,8,3,82,"142",1
142,2,2,82,"141",1
143,6,3,83,"144,145,146",3
144,6,2,83,"143,145,146",3
145,9,1,83,"143,144,146",3
146,8,2,83,"143,144,145",3
147,7,2,84,"148",1
148,9,3,84,"147",1
149,5,1,85,"150",1
150,1,3,85,"149",1
151,3,2,86,"152",1
152,5,2,86,"151",1
153,4,1,87,NA,0
154,9,1,88,"155",1
155,3,1,88,"154",1
156,8,1,89,"157",1
157,4,1,89,"156",1
158,1,2,90,NA,0
159,8,3,91,NA,0
160,3,2,92,"161",1
161,2,3,92,"160",1
162,1,1,93,"163",1
163,7,2,93,"162",1
164,9,3,94,NA,0
165,1,3,95,"166,167",2
166,5,3,95,"165,167",2
167,4,3,95,"165,166",2
168,4,1,96,"169,170,171",3
169,5,1,96,"168,170,171",3
170,9,1,96,"168,169,171",3
171,1,1,96,"168,169,170",3
172,9,3,97,NA,0
173,9,1,98,NA,0
174,2,3,99,NA,0
175,2,3,100,NA,0
176,5,2,101,"177",1
177,9,1,101,"176",1
178,7,1,102,NA,0
179,1,2,103,NA,0
180,4,2,104,"181",1
181,2,2,104,"180",1
182,2,1,105,"183,184",2
183,4,3,105,"182,184",2
184,8,3,105,"182,183",2
185,8,2,106,"186",1
186,6,1,106,"185",1
187,4,2,107,"188,189",2
188,8,1,107,"187,189",2
189,7,3,107,"187,188",2
190,7,2,108,NA,0
191,9,1,109,"192",1
192,3,3,109,"191",1
193,5,2,110,"194",1
194,3,3,110,"193",1
195,4,3,111,NA,0
196,8,3,112,NA,0
197,6,3,113,"198",1
198,3,2,113,"197",1
199,7,3,114,"200",1
200,3,1,114,"199",1
201,1,2,115,NA,0
202,9,2,116,"203",1
203,2,1,116,"202",1
204,8,2,117,"205",1
205,2,3,117,"204",1
206,7,2,118,NA,0
207,5,3,119,"208",1
208,9,3,119,"207",1
209,3,1,120,NA,0
210,5,1,121,"211",1
211,7,2,121,"210",1
212,4,3,122,"213,214",2
213,8,1,122,"212,214",2
214,9,3,122,"212,213",2
215,7,1,123,"216",1
216,8,2,123,"215",1
217,5,2,124,NA,0
218,8,3,125,"219,220,221",3
219,9,2,125,"218,220,221",3
220,3,2,125,"218,219,221",3
221,5,2,125,"218,219,220",3
222,6,1,126,NA,0
223,8,2,127,"224",1
224,9,2,127,"223",1
225,2,3,128,NA,0
226,5,1,129,NA,0
227,8,3,130,"228",1
228,9,3,130,"227",1
229,7,3,131,NA,0
230,1,1,132,NA,0
231,7,2,133,NA,0
232,8,1,134,"233,234",2
233,1,3,134,"232,234",2
234,6,2,134,"232,233",2
235,5,1,135,"236,237,238",3
236,3,2,135,"235,237,238",3
237,9,3,135,"235,236,238",3
238,1,2,135,"235,236,237",3
239,1,2,136,NA,0
240,4,1,137,"241,242",2
241,9,1,137,"240,242",2
242,5,1,137,"240,241",2
243,3,1,138,"244",1
244,4,1,138,"243",1
245,1,2,139,NA,0
246,4,2,140,NA,0
247,4,3,141,NA,0
248,8,3,142,NA,0
249,5,1,143,NA,0
250,1,1,144,NA,0
251,8,1,145,"252",1
252,3,3,145,"251",1
253,9,1,146,NA,0
254,8,2,147,NA,0
255,9,1,148,NA,0
256,5,2,149,NA,0
257,1,2,150,"258",1
258,5,2,150,"257",1
259,8,1,151,NA,0
260,8,2,152,"261,262",2
261,8,3,152,"260,262",2
262,3,3,152,"260,261",2
263,6,1,153,NA,0
264,9,1,154,NA,0
265,6,2,155,"266",1
266,9,2,155,"265",1
267,4,2,156,NA,0
268,9,2,157,NA,0
269,3,3,158,NA,0
270,5,1,159,NA,0
271,2,1,160,"272",1
272,5,3,160,"271",1
273,6,1,161,"274",1
274,7,3,161,"273",1
275,5,3,162,NA,0
276,6,2,163,"277,278",2
277,1,2,163,"276,278",2
278,7,3,163,"276,277",2
279,7,1,164,NA,0
280,6,1,165,"281,282",2
281,5,3,165,"280,282",2
282,1,3,165,"280,281",2
283,6,1,166,"284",1
284,9,2,166,"283",1
285,2,3,167,"286",1
286,6,3,167,"285",1
287,1,1,168,"288",1
288,1,2,168,"287",1
289,4,2,169,"290",1
290,6,2,169,"289",1
291,9,1,170,NA,0
292,2,2,171,NA,0
293,4,1,172,"294",1
294,5,1,172,"293",1
295,5,2,173,NA,0
296,9,2,174,"297",1
297,9,3,174,"296",1
298,7,3,175,"299",1
299,9,2,175,"298",1
300,1,2,176,"301",1
301,2,1,176,"300",1
302,5,1,177,NA,0
303,9,2,178,"304",1
304,8,3,178,"303",1
305,7,1,179,"306",1
306,7,1,179,"305",1
307,3,3,180,"308",1
308,5,3,180,"307",1
309,1,1,181,NA,0
310,7,2,182,NA,0
311,8,1,183,"312,313",2
312,9,2,183,"311,313",2
313,3,3,183,"311,312",2
314,5,1,184,"315",1
315,3,2,184,"314",1
316,8,2,185,NA,0
317,5,2,186,"318,319,320",3
318,3,2,186,"317,319,320",3
319,3,2,186,"317,318,320",3
320,4,1,186,"317,318,319",3
321,9,3,187,"322",1
322,7,2,187,"321",1
323,8,1,188,NA,0
324,4,3,189,"325,326",2
325,7,2,189,"324,326",2
326,8,1,189,"324,325",2
327,9,3,190,"328",1
328,5,3,190,"327",1
329,3,1,191,NA,0
330,4,2,192,"331,332",2
331,2,1,192,"330,332",2
332,2,1,192,"330,331",2
333,2,2,193,"334",1
334,6,3,193,"333",1
335,1,1,194,"336",1
336,1,2,194,"335",1
337,9,1,195,NA,0
338,1,3,196,NA,0
339,3,1,197,"340,341",2
340,5,2,197,"339,341",2
341,6,1,197,"339,340",2
342,4,2,198,NA,0
343,9,1,199,"344,345,346",3
344,9,1,199,"343,345,346",3
345,7,1,199,"343,344,346",3
346,2,3,199,"343,344,345",3
347,7,3,200,"348",1
348,6,1,200,"347",1
349,8,2,201,"350",1
350,1,2,201,"349",1
351,1,1,202,NA,0
352,5,1,203,"353",1
353,7,2,203,"352",1
354,1,1,204,"355",1
355,6,3,204,"354",1
356,4,3,205,"357",1
357,4,2,205,"356",1
358,2,3,206,"359,360",2
359,2,1,206,"358,360",2
360,9,3,206,"358,359",2
361,4,3,207,"362",1
362,6,1,207,"361",1
363,8,3,208,NA,0
364,6,2,209,NA,0
365,4,2,210,NA,0
366,4,1,211,NA,0
367,4,1,212,NA,0
368,3,3,213,"369",1
369,7,3,213,"368",1
370,7,1,214,NA,0
371,2,3,215,NA,0
372,2,3,216,NA,0
373,1,1,217,"374",1
374,1,3,217,"373",1
375,9,3,218,"376",1
376,6,2,218,"375",1
377,8,3,219,"378",1
378,5,1,219,"377",1
379,2,3,220,NA,0
380,2,2,221,"381,382",2
381,1,1,221,"380,382",2
382,9,2,221,"380,381",2
383,2,2,222,"384",1
384,7,3,222,"383",1
385,7,3,223,"386",1
386,1,3,223,"385",1
387,6,1,224,"388",1
388,3,2,224,"387",1
389,7,1,225,"390",1
390,1,1,225,"389",1
391,6,2,226,"392,393,394",3
392,4,2,226,"391,393,394",3
393,3,3,226,"391,392,394",3
394,8,1,226,"391,392,393",3
395,2,2,227,NA,0
396,6,2,228,"397",1
397,5,3,228,"396",1
398,8,1,229,"399,400,401",3
399,8,1,229,"398,400,401",3
400,1,2,229,"398,399,401",3
401,7,1,229,"398,399,400",3
402,1,3,230,"403",1
403,6,3,230,"402",1
404,9,2,231,"405",1
405,9,2,231,"404",1
406,3,1,232,NA,0
407,1,3,233,NA,0
408,3,3,234,NA,0
409,9,3,235,NA,0
410,2,2,236,"411",1
411,6,1,236,"410",1
412,6,2,237,"413",1
413,3,3,237,"412",1
414,3,2,238,NA,0
415,7,3,239,NA,0
416,9,1,240,"417",1
417,1,2,240,"416",1
418,8,2,241,"419",1
419,1,2,241,"418",1
420,5,3,242,"421",1
421,5,2,242,"420",1
422,4,3,243,NA,0
423,9,1,244,"424",1
424,4,2,244,"423",1
425,6,2,245,"426",1
426,1,1,245,"425",1
427,1,2,246,"428",1
428,7,2,246,"427",1
429,4,3,247,"430",1
430,4,3,247,"429",1
