"student_id","course","group","family_id","sibling_ids","num_siblings"
1,4,3,1,NA,0
2,4,1,2,NA,0
3,3,1,3,NA,0
4,6,2,4,NA,0
5,5,3,5,NA,0
6,7,1,6,NA,0
7,7,3,7,NA,0
8,2,4,8,NA,0
9,9,3,9,NA,0
10,4,2,10,NA,0
11,7,1,11,NA,0
12,7,2,12,NA,0
13,9,1,13,NA,0
14,8,1,14,NA,0
15,2,3,15,NA,0
16,9,4,16,NA,0
17,1,4,17,NA,0
18,3,1,18,NA,0
19,3,2,19,NA,0
20,1,1,20,NA,0
21,6,1,21,NA,0
22,4,4,22,NA,0
23,7,1,23,NA,0
24,2,1,24,NA,0
25,8,2,25,NA,0
26,7,4,26,NA,0
27,3,3,27,NA,0
28,9,4,28,NA,0
29,8,1,29,NA,0
30,8,2,30,NA,0
31,6,4,31,NA,0
32,7,3,32,NA,0
33,3,4,33,NA,0
34,8,3,34,NA,0
35,6,4,35,NA,0
36,2,3,36,NA,0
37,9,1,37,NA,0
38,9,3,38,NA,0
39,9,1,39,"40,41",2
40,9,3,39,"39,41",2
41,9,4,39,"39,40",2
42,3,3,40,NA,0
43,1,4,41,NA,0
44,8,2,42,"45",1
45,7,4,42,"44",1
46,5,4,43,NA,0
47,4,2,44,NA,0
48,4,1,45,NA,0
49,5,4,46,NA,0
50,5,2,47,NA,0
51,5,3,48,NA,0
52,3,2,49,NA,0
53,2,1,50,NA,0
54,6,3,51,"55",1
55,4,2,51,"54",1
56,8,2,52,NA,0
57,9,3,53,NA,0
58,1,3,54,NA,0
59,9,3,55,NA,0
60,2,3,56,"61",1
61,7,1,56,"60",1
62,5,4,57,NA,0
63,3,4,58,NA,0
64,3,1,59,NA,0
65,1,4,60,NA,0
66,7,1,61,NA,0
67,7,1,62,NA,0
68,1,3,63,"69",1
69,7,1,63,"68",1
70,1,4,64,NA,0
71,5,2,65,NA,0
72,1,3,66,NA,0
73,2,1,67,NA,0
74,3,3,68,NA,0
75,6,4,69,NA,0
76,8,2,70,NA,0
77,3,4,71,NA,0
78,6,3,72,NA,0
79,4,3,73,"80",1
80,6,2,73,"79",1
81,5,4,74,NA,0
82,3,3,75,NA,0
83,5,2,76,NA,0
84,4,2,77,NA,0
85,6,1,78,NA,0
86,4,3,79,NA,0
87,8,3,80,NA,0
88,8,4,81,"89",1
89,3,1,81,"88",1
90,1,4,82,NA,0
91,8,1,83,NA,0
92,2,1,84,NA,0
93,6,2,85,NA,0
94,2,4,86,NA,0
95,4,3,87,NA,0
96,6,2,88,NA,0
97,8,3,89,NA,0
98,7,2,90,NA,0
99,8,4,91,NA,0
100,5,3,92,NA,0
101,3,1,93,NA,0
102,2,2,94,NA,0
103,6,2,95,NA,0
104,9,1,96,NA,0
105,7,1,97,NA,0
106,9,1,98,"107",1
107,3,3,98,"106",1
108,2,3,99,NA,0
109,5,3,100,NA,0
110,5,4,101,NA,0
111,7,3,102,NA,0
112,3,1,103,NA,0
113,4,4,104,NA,0
114,5,4,105,NA,0
115,8,2,106,NA,0
116,8,3,107,NA,0
117,4,1,108,NA,0
118,7,3,109,NA,0
119,8,3,110,NA,0
120,3,4,111,NA,0
121,1,1,112,"122",1
122,2,1,112,"121",1
123,7,2,113,NA,0
124,5,2,114,"125",1
125,4,4,114,"124",1
126,2,1,115,NA,0
127,7,3,116,"128,129",2
128,1,3,116,"127,129",2
129,2,3,116,"127,128",2
130,1,2,117,NA,0
131,1,3,118,"132",1
132,4,2,118,"131",1
133,5,3,119,NA,0
134,9,2,120,NA,0
135,4,3,121,NA,0
