"student_id","course","group","family_id","sibling_ids","num_siblings"
1,7,1,1,"2,3,4,5",4
2,7,2,1,"1,3,4,5",4
3,6,2,1,"1,2,4,5",4
4,5,1,1,"1,2,3,5",4
5,1,2,1,"1,2,3,4",4
6,5,1,2,NA,0
7,9,2,3,"8,9,10",3
8,8,2,3,"7,9,10",3
9,9,1,3,"7,8,10",3
10,7,1,3,"7,8,9",3
11,8,2,4,"12",1
12,8,2,4,"11",1
13,3,2,5,"14,15,16,17",4
14,9,1,5,"13,15,16,17",4
15,7,2,5,"13,14,16,17",4
16,8,2,5,"13,14,15,17",4
17,4,2,5,"13,14,15,16",4
18,7,1,6,"19,20,21,22",4
19,7,2,6,"18,20,21,22",4
20,9,2,6,"18,19,21,22",4
21,2,1,6,"18,19,20,22",4
22,2,2,6,"18,19,20,21",4
23,1,1,7,"24",1
24,1,1,7,"23",1
25,7,2,8,"26",1
26,8,2,8,"25",1
27,6,2,9,NA,0
28,5,2,10,NA,0
29,2,2,11,"30,31,32",3
30,6,1,11,"29,31,32",3
31,8,1,11,"29,30,32",3
32,3,2,11,"29,30,31",3
33,9,2,12,"34,35,36,37,38",5
34,6,2,12,"33,35,36,37,38",5
35,2,2,12,"33,34,36,37,38",5
36,2,1,12,"33,34,35,37,38",5
37,3,2,12,"33,34,35,36,38",5
38,2,1,12,"33,34,35,36,37",5
39,2,1,13,"40,41,42",3
40,6,1,13,"39,41,42",3
41,1,1,13,"39,40,42",3
42,9,1,13,"39,40,41",3
43,1,2,14,"44",1
44,9,1,14,"43",1
45,7,2,15,"46,47",2
46,5,1,15,"45,47",2
47,7,1,15,"45,46",2
48,6,2,16,"49",1
49,8,1,16,"48",1
50,7,1,17,"51,52",2
51,3,2,17,"50,52",2
52,2,2,17,"50,51",2
53,2,1,18,"54",1
54,1,2,18,"53",1
55,3,2,19,"56,57",2
56,3,1,19,"55,57",2
57,2,1,19,"55,56",2
58,6,1,20,"59",1
59,2,1,20,"58",1
60,1,1,21,"61,62,63",3
61,2,1,21,"60,62,63",3
62,4,2,21,"60,61,63",3
63,5,1,21,"60,61,62",3
64,8,2,22,NA,0
65,7,1,23,NA,0
66,9,2,24,NA,0
67,2,2,25,"68",1
68,8,1,25,"67",1
69,7,1,26,"70,71,72",3
70,9,2,26,"69,71,72",3
71,6,1,26,"69,70,72",3
72,6,2,26,"69,70,71",3
73,1,2,27,NA,0
74,5,2,28,"75,76",2
75,3,1,28,"74,76",2
76,2,2,28,"74,75",2
77,4,1,29,NA,0
78,6,2,30,"79,80",2
79,4,1,30,"78,80",2
80,8,1,30,"78,79",2
81,4,1,31,"82,83",2
82,7,1,31,"81,83",2
83,6,2,31,"81,82",2
84,1,2,32,"85,86",2
85,4,2,32,"84,86",2
86,6,2,32,"84,85",2
87,5,1,33,"88,89,90",3
88,9,2,33,"87,89,90",3
89,9,2,33,"87,88,90",3
90,3,2,33,"87,88,89",3
91,2,2,34,NA,0
92,5,1,35,NA,0
93,4,2,36,"94,95,96",3
94,3,2,36,"93,95,96",3
95,6,2,36,"93,94,96",3
96,7,2,36,"93,94,95",3
97,1,1,37,NA,0
98,4,1,38,"99,100,101,102",4
99,4,2,38,"98,100,101,102",4
100,5,1,38,"98,99,101,102",4
101,3,1,38,"98,99,100,102",4
102,1,1,38,"98,99,100,101",4
103,5,2,39,"104,105",2
104,7,2,39,"103,105",2
105,2,2,39,"103,104",2
106,8,1,40,"107",1
107,3,1,40,"106",1
108,5,2,41,"109,110,111",3
109,8,1,41,"108,110,111",3
110,3,1,41,"108,109,111",3
111,2,1,41,"108,109,110",3
112,9,1,42,"113",1
113,4,2,42,"112",1
114,3,2,43,"115",1
115,7,2,43,"114",1
116,7,2,44,NA,0
117,6,2,45,"118",1
118,7,2,45,"117",1
