"student_id","course","group","family_id","sibling_ids","num_siblings"
1,6,1,1,NA,0
2,7,1,2,"3",1
3,1,1,2,"2",1
4,2,1,3,NA,0
5,2,1,4,"6",1
6,7,1,4,"5",1
7,8,2,5,NA,0
8,3,2,6,NA,0
9,7,2,7,"10",1
10,8,2,7,"9",1
11,5,1,8,"12",1
12,4,2,8,"11",1
13,3,1,9,NA,0
14,2,2,10,NA,0
15,4,1,11,"16",1
16,6,1,11,"15",1
17,7,2,12,NA,0
18,9,1,13,NA,0
19,6,1,14,NA,0
20,7,1,15,NA,0
21,8,1,16,NA,0
22,4,2,17,"23",1
23,2,1,17,"22",1
24,6,1,18,NA,0
25,8,2,19,"26",1
26,1,2,19,"25",1
27,5,1,20,"28",1
28,4,1,20,"27",1
29,6,2,21,NA,0
30,3,1,22,NA,0
31,5,2,23,NA,0
32,4,1,24,NA,0
33,9,2,25,NA,0
34,4,1,26,NA,0
35,9,1,27,NA,0
36,8,2,28,NA,0
37,1,2,29,"38,39",2
38,3,2,29,"37,39",2
39,2,1,29,"37,38",2
40,4,2,30,NA,0
41,4,1,31,NA,0
42,5,1,32,NA,0
43,2,2,33,NA,0
44,5,1,34,NA,0
45,3,2,35,NA,0
46,8,1,36,NA,0
47,2,1,37,NA,0
48,4,2,38,NA,0
49,6,1,39,NA,0
50,5,1,40,"51",1
51,1,1,40,"50",1
52,8,1,41,NA,0
53,9,2,42,"54",1
54,1,1,42,"53",1
55,5,2,43,NA,0
56,4,1,44,NA,0
57,3,1,45,NA,0
58,8,1,46,"59",1
59,6,2,46,"58",1
60,5,2,47,NA,0
61,7,1,48,NA,0
62,7,2,49,NA,0
63,8,1,50,"64",1
64,1,1,50,"63",1
65,7,1,51,NA,0
66,3,1,52,NA,0
67,3,1,53,NA,0
68,2,2,54,NA,0
69,6,2,55,NA,0
70,6,1,56,NA,0
71,5,2,57,NA,0
72,5,1,58,NA,0
73,9,2,59,NA,0
74,1,2,60,NA,0
75,8,2,61,NA,0
76,4,1,62,NA,0
